day,daily_volume
2022年1月27日,41834391.67
2022年1月26日,100257538.7
2022年1月25日,47648690.68
2022年1月24日,146808598.1
2022年1月23日,68050978.21
2022年1月22日,88680371.69
2022年1月21日,64958569.48
2022年1月20日,113295005.1
2022年1月19日,145921692
2022年1月18日,105932466.9
2022年1月17日,106842071.3
2022年1月16日,44359893.07
2022年1月15日,58088415.78
2022年1月14日,126098872.6
2022年1月13日,87592570.81
2022年1月12日,83705313.84
2022年1月11日,80022016.74
2022年1月10日,55380333.65
2022年1月9日,28785812.63
2022年1月8日,40505191.83
2022年1月7日,58600336.8
2022年1月6日,31171915.31
2022年1月5日,22513958.9
2022年1月4日,25825970.17
2022年1月3日,48896335.76
2022年1月2日,31878930.4
2022年1月1日,11948871.72
2021年12月31日,47181344.68
2021年12月30日,23173667.06
2021年12月29日,34839603.09
2021年12月28日,35548429.94
2021年12月27日,38322079.68
2021年12月26日,39664057.09
2021年12月25日,23751969.16
2021年12月24日,56342810.55
2021年12月23日,66748435.83
2021年12月22日,81381949.33
2021年12月21日,59095048.13
2021年12月20日,17909987.1
2021年12月19日,21966369.91
2021年12月18日,22929102.38
2021年12月17日,34033617.87
2021年12月16日,20957043.56
2021年12月15日,21466757.77
2021年12月14日,19211312.86
2021年12月13日,24900183.61
2021年12月12日,19709133.94
2021年12月11日,18987914.42
2021年12月10日,36222291.59
2021年12月9日,33589311.71
2021年12月8日,15674487.37
2021年12月7日,32593666.2
2021年12月6日,30927632.18
2021年12月5日,32767314.44
2021年12月4日,35079771.95
2021年12月3日,35382645.6
2021年12月2日,16130637.55
2021年12月1日,17024948.08
2021年11月30日,14153536.71
2021年11月29日,10011759.45
2021年11月28日,7524340.915
2021年11月27日,6355563.446
2021年11月26日,13929613.76
2021年11月25日,9500211.693
2021年11月24日,9639491.814
2021年11月23日,8236735.958
2021年11月22日,8834359.768
2021年11月21日,8699248.888
2021年11月20日,12392303.97
2021年11月19日,13753831.99
2021年11月18日,19165559.47
2021年11月17日,11681113.78
2021年11月16日,24712510.64
2021年11月15日,29398564.39
2021年11月14日,6474429.867
2021年11月13日,6395547.024
2021年11月12日,12712150.74
2021年11月11日,16030153.01
2021年11月10日,21028296.27
2021年11月9日,15950334.06
2021年11月8日,12646090.61
2021年11月7日,7630352.664
2021年11月6日,13348121.55
2021年11月5日,7844730.804
2021年11月4日,16432776.94
2021年11月3日,13204152.87
2021年11月2日,20480027.47
2021年11月1日,12958470.88
2021年10月31日,7545990.274
2021年10月30日,8651972.118
2021年10月29日,11988873.99
2021年10月28日,17010530.92
2021年10月27日,20551053.88
2021年10月26日,14592374.91
2021年10月25日,10966935.48
2021年10月24日,23048023.3
2021年10月23日,8257140.592
2021年10月22日,23927827.51
2021年10月21日,26944430.39
2021年10月20日,21060952.8
2021年10月19日,12716418.73
2021年10月18日,27545360.61
2021年10月17日,11486954.83
2021年10月16日,9051196.706
2021年10月15日,28593550.29
2021年10月14日,3413520.735
